"Feature","Gain"
"Eig11_EA.bo.",6.25732877104808e-05
"SM15_AEA.ri.",6.22070491376115e-05
"GATS3i",6.15958908549051e-05
"R5v",6.11958036557979e-05
"SM04_AEA.ri.",6.09727969148266e-05
"SpMaxA_AEA.dm.",6.08627475185142e-05
"SpDiam_X",6.08108430983285e-05
"R6m",6.03990432710252e-05
"Mor16i",6.02357052661783e-05
"RDF095m",5.9502674942478e-05
"SpMin1_Bh.v.",5.92864251876045e-05
"HATS1p",5.90009000895607e-05
"X1MulPer",5.86017285539909e-05
"RDF035e",5.8125592870219e-05
"H1p",5.79384399697549e-05
"SpMax1_Bh.v.",5.78607161481194e-05
"P2s",5.78556614051808e-05
"R7u.",5.77479225909775e-05
"Mor08v",5.73505961517239e-05
"QXXi",5.71030883768053e-05
"Mor20m",5.6834845076357e-05
"HATS2s",5.60831231242992e-05
"Mor15p",5.59202453504208e-05
"TDB08r",5.55721923870768e-05
"SpMax_B.v.",5.55455749198865e-05
"VR2_D",5.52492338935319e-05
"GATS6i",5.51022115778404e-05
"Eig09_AEA.bo.",5.50712578880754e-05
"Eig10_AEA.bo.",5.43419799638271e-05
"SdssC",5.36240068561223e-05
"ATSC1i",5.34035633611496e-05
"MATS1v",5.32172121619139e-05
"ATSC3s",5.30149982434534e-05
"SpMaxA_Dz.i.",5.2615546764845e-05
"SM5_X",5.21946027260937e-05
"HATS2u",5.2000683683862e-05
"HATS4u",5.19612322033753e-05
"X3sol",5.19449604872891e-05
"R3p",5.14221004577056e-05
"G3p",5.13518935999736e-05
"VR1_Dz.Z.",5.12763821282986e-05
"SpMaxA_EA.ed.",5.09987541310114e-05
"TDB07v",5.03904479200593e-05
"HATS3m",5.03133934613175e-05
"GGI3",5.02617298118086e-05
"RTm",5.02252105347211e-05
"Mor20u",5.02107862625594e-05
"Eta_betaP",5.01561651284858e-05
"Mor17v",4.89958404156877e-05
"ChiA_B.s.",4.85627325995139e-05
"Mor02v",4.85317613322813e-05
"RDF030u",4.80181470905939e-05
"ATS5v",4.79639210039751e-05
"SpMAD_AEA.ed.",4.79614471390691e-05
"R7s.",4.7919541021716e-05
"AVS_Dz.p.",4.79179045632548e-05
"Eig07_AEA.bo.",4.7547390503985e-05
"SHP2",4.75010199034603e-05
"GATS1e",4.74227882671887e-05
"HATS5v",4.71597103554258e-05
"piPC02",4.70126256300696e-05
"SpPosA_D.Dt",4.68249644412632e-05
"RDF045m",4.67942278971938e-05
"CATS2D_03_AA",4.65056691714918e-05
"R4m",4.64742357248477e-05
"SpMAD_B.m.",4.60432293643892e-05
"GATS8i",4.59928591533552e-05
"R8u.",4.5941311541312e-05
"Mor22u",4.58552136360162e-05
"GGI6",4.57560450745832e-05
"ATSC2i",4.57148747682705e-05
"RDF075u",4.53783017055628e-05
"TDB06v",4.42922558314741e-05
"SM3_B.v.",4.38787357239119e-05
"SpMaxA_H2",4.38566968254827e-05
"Mor05m",4.3811248786592e-05
"Eig08_AEA.ri.",4.34164370250951e-05
"P_VSA_LogP_1",4.32342912701083e-05
"HATS6s",4.2672720397469e-05
"P2m",4.23476283035212e-05
"ATSC7m",4.22048223204272e-05
"HyWi_Dt",4.21190327693023e-05
"ChiA_B.v.",4.16472185398151e-05
"Eig08_AEA.dm.",4.1230122722573e-05
"L2p",4.04151708918107e-05
"SpMAD_B.p.",4.01545366323023e-05
"X3",3.99107029169751e-05
"AVS_B.v.",3.97787739798862e-05
"TDB08s",3.95812651137473e-05
"HATS1v",3.91238999650481e-05
"R4s",3.90384430009269e-05
"Mor17e",3.88636889846439e-05
"Mor14s",3.86776968439226e-05
"RDF070p",3.83586585816e-05
"GATS8v",3.83322242799707e-05
"L3s",3.78208768180289e-05
"GATS5i",3.75591394889834e-05
"Eig13_EA.dm.",3.73842493901548e-05
"Mor29m",3.71298944505686e-05
"R5p",3.7026753276246e-05
"H_Dz.Z.",3.67649446605852e-05
"SpMin2_Bh.m.",3.67539756946154e-05
"H.047",3.67492877545079e-05
"TDB06u",3.64893440970608e-05
"SpMaxA_B.m.",3.63930020658238e-05
"TDB03s",3.59261596967493e-05
"HATS8p",3.55883316564364e-05
"MATS8m",3.52084300054104e-05
"H2v",3.49554921208822e-05
"SpDiam_B.m.",3.47616838499887e-05
"H2m",3.47108121494117e-05
"VE1_D.Dt",3.46135596314307e-05
"P_VSA_LogP_5",3.45749625820808e-05
"Eig06_EA.dm.",3.43588257091229e-05
"Eig10_EA.bo.",3.43138380225258e-05
"VE2_Dz.v.",3.42976872847328e-05
"P_VSA_m_3",3.42015525314874e-05
"HTm",3.41263154743187e-05
"X3v",3.40991381421158e-05
"ATS8e",3.37019444069198e-05
"Eta_beta_A",3.35788550446387e-05
"H3u",3.35123789620328e-05
"Mor21u",3.34990369563247e-05
"VE1_A",3.32521040738544e-05
"G3s",3.30084205333581e-05
"GGI5",3.30064541102448e-05
"Mor31s",3.29220543392297e-05
"Eig06_EA.bo.",3.28499445599984e-05
"Mor15v",3.27844072786064e-05
"R3m",3.25783739984282e-05
"Mor09i",3.24392758833648e-05
"Mor31e",3.23750711195149e-05
"X1v",3.23485857965324e-05
"Psi_i_0",3.23166027619544e-05
"Eig05_EA.ri.",3.16101515187489e-05
"HATS5e",3.14077972517681e-05
"X2",3.11980302482999e-05
"nCsp3",3.1105885892952e-05
"ATSC1m",3.10901183007621e-05
"Mor03u",3.09197034491965e-05
"RDF095u",3.08711015986607e-05
"RARS",3.07034553199629e-05
"R5i",3.06835748655918e-05
"SM05_AEA.ri.",3.05671594828214e-05
"HATS3e",3.05560826576066e-05
"R3v.",3.04425386717007e-05
"SpPosA_A",3.0201093248727e-05
"SpPosA_Dz.i.",3.01654985291939e-05
"HATS2m",2.97860646524811e-05
"SpPosA_H2",2.97558626440093e-05
"Mor19i",2.96747891734746e-05
"R3v",2.96720167145739e-05
"P1u",2.9636768345966e-05
"RDF105v",2.94698586971996e-05
"SpDiam_EA.ri.",2.94044318197584e-05
"SpMAD_B.s.",2.93375126733726e-05
"RDF035i",2.89558760212285e-05
"H4e",2.85817676718073e-05
"Mor28m",2.85095919126162e-05
"BAC",2.83548373620835e-05
"DLS_02",2.79125886179131e-05
"EE_B.s.",2.78306139780046e-05
"Mor17p",2.77547614288776e-05
"QYYm",2.7658888348754e-05
"Mor25i",2.75841154292521e-05
"RDF055u",2.75367181440725e-05
"TDB03r",2.73408812709383e-05
"J_RG",2.72277079480609e-05
"H_Dz.v.",2.63800199380927e-05
"Eta_betaS_A",2.63518203963735e-05
"MPC03",2.63002906446841e-05
"H0i",2.60938784216068e-05
"GATS4i",2.60536757872854e-05
"ATSC8s",2.59375664350411e-05
"SaaN",2.59222157076233e-05
"Eig08_AEA.bo.",2.5863547515234e-05
"R4p",2.5676539571468e-05
"SpMAD_B.v.",2.55773507220716e-05
"ChiA_B.e.",2.55055283946904e-05
"RDF050m",2.54391500839944e-05
"Eig03_AEA.ed.",2.5399154247703e-05
"HATSv",2.53984944691603e-05
"Eig10_EA.dm.",2.53626660790582e-05
"Eig05_AEA.bo.",2.52000038063373e-05
"Uindex",2.50305045612624e-05
"Dp",2.50133872197732e-05
"SpMin3_Bh.p.",2.47254023890463e-05
"Chi_B.i.",2.46767686072284e-05
"ATSC2p",2.45741856814054e-05
"H4v",2.44082980718965e-05
"ATSC4v",2.42896580910593e-05
"TDB06e",2.42052458285185e-05
"SssCH2",2.41366894548467e-05
"GGI2",2.4053076984635e-05
"HATS7e",2.39282332068619e-05
"Mor18v",2.36854161798666e-05
"SpAD_L",2.36003764935368e-05
"TDB05v",2.34733824859235e-05
"TDB07u",2.33655610963345e-05
"RTi.",2.31721938147753e-05
"R5u",2.29435435231601e-05
"RDF025u",2.29061092659501e-05
"VE2_Dz.i.",2.28953326086994e-05
"ATSC4p",2.28603896142887e-05
"RDF130u",2.27494668902164e-05
"Mor30u",2.26018942869793e-05
"GATS4p",2.25416954072153e-05
"R5m",2.2538991408586e-05
"Mor06m",2.23030444122496e-05
"Mor12e",2.22310637436079e-05
"Mor12m",2.20998857128812e-05
"HTi",2.2091198083219e-05
"E3e",2.205323435347e-05
"QXXv",2.20480056126715e-05
"Eta_alpha_A",2.20432186034688e-05
"H4p",2.19252695500981e-05
"G1u",2.19115595789751e-05
"TDB10s",2.19087562716879e-05
"TDB02s",2.18359623113438e-05
"Eig09_EA.dm.",2.15933349644028e-05
"SpMax8_Bh.s.",2.14956752360749e-05
"nAB",2.14485222368865e-05
"CSI",2.12047466315568e-05
"SpMax_EA.ri.",2.11629574515153e-05
"Eig10_EA.ri.",2.108170480413e-05
"R4i",2.10639072718857e-05
"VR2_Dz.Z.",2.05607291965224e-05
"Ram",2.0372363942172e-05
"R6p.",2.0366163175921e-05
"GATS3v",2.02917207306144e-05
"SPAN",1.92241028976211e-05
"Mor25s",1.91953422743412e-05
"VE2_D.Dt",1.90457636891588e-05
"Psi_e_0",1.88295768167126e-05
"VE3_B.v.",1.8794552067481e-05
"R6p",1.85526185847062e-05
"ATS7p",1.84644889996479e-05
"Eig13_AEA.dm.",1.84469599142197e-05
"R6e",1.83132980333746e-05
"R8m.",1.82007426176234e-05
"HyWi_B.m.",1.81818058721432e-05
"ATSC2m",1.81747324019623e-05
"Eig03_AEA.bo.",1.81018691194712e-05
"H6v",1.79432898273697e-05
"Ks",1.78647322096063e-05
"R8s.",1.77909938083605e-05
"GATS8s",1.77814806240229e-05
"F02.C.O.",1.77634208648626e-05
"RDF065u",1.77544537219741e-05
"MATS7i",1.77298777682056e-05
"ATS3e",1.75784583960182e-05
"SM3_B.s.",1.75171220297987e-05
"SpPosA_Dz.p.",1.7504622042582e-05
"Mor09e",1.73771656217092e-05
"RTp",1.70248046030155e-05
"GATS1v",1.69042531414591e-05
"RDF095s",1.68435589209217e-05
"TDB02v",1.66027463598326e-05
"WiA_B.s.",1.64149095550214e-05
"TDB01m",1.62601786135888e-05
"TDB03v",1.5883410020093e-05
"Eig14_EA.dm.",1.57893879339734e-05
"Eig14_AEA.bo.",1.57449062793595e-05
"Psi_e_1",1.55375280236028e-05
"RFD",1.48407660850363e-05
"SpMAD_EA",1.47976812227389e-05
"ATS2v",1.47536503552103e-05
"SpMin3_Bh.e.",1.47014646950648e-05
"nBT",1.46521938271319e-05
"SM03_AEA.ri.",1.45548507028116e-05
"SpMax_B.e.",1.43085962098104e-05
"R8p.",1.42978244881796e-05
"Mor29v",1.42380237461415e-05
"SM08_AEA.dm.",1.41071553004491e-05
"Km",1.40658047676903e-05
"Eta_B_A",1.40259507724601e-05
"SpMAD_G.D",1.40087643947777e-05
"EE_B.m.",1.39280185810357e-05
"RDF050s",1.39117566400998e-05
"ATS5p",1.38925692031232e-05
"SpMin4_Bh.s.",1.38220568322547e-05
"HATS8i",1.37884836807607e-05
"C.028",1.3772699846191e-05
"Eig07_EA.ri.",1.37607374501251e-05
"TDB04v",1.37566825107234e-05
"VE1_X",1.34040398074106e-05
"SM15_AEA.dm.",1.32862679982327e-05
"RDF055s",1.32073597770386e-05
"GATS1i",1.3121407638907e-05
"H2e",1.30803831871181e-05
"Eig02_EA.ri.",1.29092099867315e-05
"GNar",1.28486862409165e-05
"Mor22i",1.28223842268097e-05
"E3i",1.27972164916504e-05
"L3e",1.27212399854416e-05
"RDF040p",1.26134078764211e-05
"HOMA",1.26124657339122e-05
"RDF030s",1.24534559130974e-05
"Mor29e",1.2345407838055e-05
"Mor11u",1.22786568598201e-05
"SM1_Dz.Z.",1.22669630978955e-05
"SpPosA_B.i.",1.21209424042341e-05
"G2v",1.20744458232465e-05
"Mor08m",1.19981505399162e-05
"RDF075p",1.19944864716441e-05
"SpMax_B.p.",1.18589276122226e-05
"TDB05s",1.15596938406578e-05
"VE2_B.m.",1.15179569024415e-05
"ATS3i",1.15119759233876e-05
"HTp",1.15035353890731e-05
"PHI",1.13747020117212e-05
"nCsp2",1.13076997110236e-05
"piPC03",1.12521815696912e-05
"ATSC8e",1.11316573946487e-05
"G1m",1.11092501928416e-05
"RTu.",1.10807766519879e-05
"RTv.",1.10616505871681e-05
"Mor18u",1.09175663544278e-05
"H0v",1.08752987568736e-05
"R2u.",1.07910898171511e-05
"SM5_L",1.077929500781e-05
"VE1_Dz.i.",1.07598034086362e-05
"X0A",1.07422629813647e-05
"Eta_epsi_A",1.07312794937959e-05
"NNRS",1.05728114170065e-05
"Mor13i",1.05714904083072e-05
"H.051",1.04683521703842e-05
"SpPos_D.Dt",1.04257121417038e-05
"RDF070m",1.04022837457716e-05
"RDF015p",1.03741927027225e-05
"R2v",1.01033278780014e-05
"RDF025i",9.98059601446488e-06
"HATS6v",9.90225352050443e-06
"TDB02p",9.88465738780072e-06
"SNar",9.8746022476122e-06
"P1s",9.77789178465791e-06
"Eta_beta",9.77351957296065e-06
"R5s",9.52519554212449e-06
"SM02_EA.dm.",9.49546153291583e-06
"ATS5s",9.44427837154988e-06
"ChiA_B.m.",9.26624114834106e-06
"Eig10_AEA.dm.",9.21584732923031e-06
"RDF090i",9.20897765009455e-06
"SM6_B.m.",9.09258025377953e-06
"H8m",8.93988011063035e-06
"VE3_RG",8.81058161784107e-06
"QZZm",8.79643779526552e-06
"HATS0p",8.79284852988545e-06
"SpMax3_Bh.i.",8.75028552821675e-06
"GATS2m",8.65916413534314e-06
"RDF140m",8.53981370717992e-06
"ZM2",8.5231319731611e-06
"RDF035v",8.49867674742557e-06
"SpMin5_Bh.s.",8.4232457875982e-06
"RGyr",8.39382109859433e-06
"Eig09_EA.bo.",8.21698848195807e-06
"P_VSA_MR_1",8.10889978085026e-06
"RDF080u",8.08328392234553e-06
"SdCH2",8.06650617916057e-06
"RDF125s",8.02525574015763e-06
"Eig12_EA.ri.",8.02105191165667e-06
"VE2_X",7.92677267221219e-06
"JGT",7.68894203514844e-06
"HATSm",7.67488377399849e-06
"RDF120v",7.60432036620787e-06
"IAC",7.47053028777383e-06
"WiA_Dz.e.",7.45251390939262e-06
"H4u",7.05959333942291e-06
"R2m",7.00281749326975e-06
"XMOD",6.97807984150252e-06
"R2u",6.96485514533228e-06
"nC",6.81622500688515e-06
"SpMax_B.i.",6.8061042148875e-06
"SpMax5_Bh.s.",6.46858000485724e-06
"Mor25m",6.44826046138218e-06
"X1",6.41158137496196e-06
"GATS2v",6.27645546168189e-06
"ECC",6.21634075386308e-06
"SpPosA_G.D",6.20457144923081e-06
"GATS7s",6.1399891633366e-06
"HATS4v",6.09149192344436e-06
"Mor12v",6.06320652175901e-06
"Mor31u",6.05094400387314e-06
"QYYe",6.03617055158711e-06
"Eig07_EA.bo.",6.01058043830446e-06
"Mor29i",5.95160506904913e-06
"RDF030m",5.82532594986134e-06
"H3s",5.82291255496756e-06
"X2Av",5.80112996176186e-06
"SpMax_EA.bo.",5.76678341616131e-06
"Mor14m",5.75522615388556e-06
"WiA_Dt",5.66038306498159e-06
"SpMax7_Bh.e.",5.53824173922427e-06
"Mor19m",5.5000062874871e-06
"TI2_L",5.48552642494248e-06
"SM11_AEA.dm.",5.44411416549785e-06
"Chi_Dz.e.",5.41612141315395e-06
"SsOH",5.35107198581834e-06
"piPC09",5.35036006211488e-06
"ATS2m",5.22139934142496e-06
"PDI",5.21560119774814e-06
"PCD",5.09757226251099e-06
"SpMAD_H2",5.08516227029352e-06
"ZM2Kup",5.07826469288835e-06
"ATS3m",4.99540138450077e-06
"RDF080s",4.91971743490461e-06
"F04.C.O.",4.84138769736286e-06
"ATS6m",4.80589674572726e-06
"SpMax7_Bh.i.",4.80115679766209e-06
"nS",4.76577847583676e-06
"Eta_FL",4.64750326991011e-06
"nSK",4.64510698338158e-06
"HGM",4.58459488064461e-06
"Eta_C_A",4.49531730210227e-06
"SM12_AEA.dm.",4.42425165816458e-06
"nR06",4.3797512869731e-06
"ZM2Per",4.34494644639136e-06
"HATS7p",4.2903603018064e-06
"TDB04r",4.25693740085964e-06
"RDF070e",4.23767441409512e-06
"Mor10v",4.06486589591189e-06
"Mor27v",4.04534999127362e-06
"Mor31p",4.02961318245756e-06
"Mor19s",3.99579807385895e-06
"Hy",3.90039117183162e-06
"Mor06e",3.85199357322006e-06
"SpPos_Dt",3.84481202079673e-06
"RDF055v",3.8422642813116e-06
"R4u",3.7158800561491e-06
"R6v.",3.69993911115289e-06
"Eig03_AEA.dm.",3.69778425693355e-06
"H5e",3.66603423474999e-06
"Rperim",3.62986705933344e-06
"TRS",3.59040425435295e-06
"R4e",3.58841410195641e-06
"F04.C.N.",3.58690677027366e-06
"SpMax2_Bh.m.",3.52171436041158e-06
"H1u",3.46541127061121e-06
"RDF070s",3.4139335702342e-06
"MATS8v",3.36591065680858e-06
"Psi_e_1d",3.34379282665211e-06
"RDF050v",3.32042295350154e-06
"MWC06",3.3138921052812e-06
"G1",3.28558884634783e-06
"SpMAD_EA.bo.",3.27016945651853e-06
"SM05_AEA.dm.",3.24339778983192e-06
"Mor24e",3.18509306935303e-06
"SRW10",3.18017971157398e-06
"Mor22e",3.16746091593779e-06
"SpDiam_B.v.",3.159584822491e-06
"Mor19v",3.14500134377266e-06
"H0p",3.11824925004937e-06
"R7e.",3.04023083858154e-06
"ATS4s",2.80389545359878e-06
"Mor08e",2.79397012577189e-06
"Mor21e",2.79179215079638e-06
"RDF045i",2.74897175583814e-06
"MPC08",2.73339271950932e-06
"R2p",2.70955018051093e-06
"Eig10_AEA.ri.",2.69995389100225e-06
"SM02_AEA.ri.",2.69451785760487e-06
"SM07_AEA.ri.",2.69124131304637e-06
"MWC09",2.68670365227375e-06
"Eig04_AEA.dm.",2.68166032287529e-06
"R3e",2.66417683508206e-06
"ATS8s",2.61488671509343e-06
"Psi_e_0d",2.59446066309318e-06
"R6i.",2.50926229167582e-06
"SpMin1_Bh.p.",2.39021646012827e-06
"ATS1s",2.3779986601474e-06
"QZZe",2.30452163608003e-06
"TDB06p",2.29255963734835e-06
"ATSC4s",2.26458125949773e-06
"JGI8",2.24711381502417e-06
"Mor02i",2.24172891401164e-06
"H4i",2.13935519992841e-06
"SpMax_L",2.12944103062756e-06
"TDB04s",2.02584721078587e-06
"Dz",2.01359130726658e-06
"SM03_EA.ri.",1.94072850121855e-06
"Mor23i",1.94016950047804e-06
"GMTIV",1.90066044073895e-06
"Eta_FL_A",1.86723616102724e-06
"Mor12p",1.85331848531758e-06
"nCs",1.81224402278931e-06
"SpMin4_Bh.m.",1.79861102330506e-06
"R1v",1.78258589576629e-06
"Mor22p",1.77684053676904e-06
"Mor14e",1.74305106333156e-06
"TDB03u",1.74142767905481e-06
"HATS8u",1.71698999301952e-06
"UNIP",1.62022321464812e-06
"GGI1",1.61050730361051e-06
"Mor26v",1.60894614208163e-06
"ATSC6m",1.59643901205511e-06
"J_A",1.58401537985397e-06
"nR07",1.58242031732073e-06
"MPC05",1.54652043785961e-06
"ATSC5m",1.51513096520723e-06
"ChiA_B.p.",1.48246953039555e-06
"RDF075s",1.47406200350631e-06
"SpMAD_EA.ri.",1.46905470301569e-06
"R4v",1.4000817549119e-06
"VE1_H2",1.39062606996781e-06
"SpMAD_X",1.38952638135954e-06
"RDF070u",1.38726931387653e-06
"Mor28e",1.37935069986394e-06
"TPSA.NO.",1.36912416896829e-06
"VE1_B.m.",1.36435215425205e-06
"SpDiam_AEA.ri.",1.36426981999047e-06
"Mor04e",1.34677934539782e-06
"RDF075m",1.34356807769822e-06
"MPC07",1.32729577571786e-06
"RDF010v",1.25475293580084e-06
"QXXm",1.24917649243205e-06
"Mor02m",1.23909892210014e-06
"SM02_AEA.dm.",1.2167566650783e-06
"HATS8e",1.21403820688952e-06
"ATS8v",1.12144351404888e-06
"MPC10",1.11042981766966e-06
"SpMax_AEA.bo.",1.10700728613452e-06
"SM5_B.i.",1.09389500356601e-06
"H4s",1.08768052369044e-06
"JGI9",1.0716653478748e-06
"Eig12_AEA.ri.",1.0615002199391e-06
"GATS7m",1.05703078120206e-06
"RDF050i",1.03260851573394e-06
"SpAD_EA.dm.",1.02459446495845e-06
"SpMax6_Bh.v.",1.01808720600149e-06
"Rbrid",9.58601085884219e-07
"H3m",9.57835472821033e-07
"ATS5m",9.43909747007218e-07
"SpDiam_B.e.",9.36786783676704e-07
"Mor07e",9.28591651699678e-07
"QYYs",8.87529426340526e-07
"Eig11_EA.ri.",8.82369881620486e-07
"SaasC",8.68268448431169e-07
"Eig03_EA.ri.",8.62397909455915e-07
"RDF095i",8.40006686307174e-07
"P1e",8.3877041639884e-07
"R7s",8.35217046635682e-07
"SMTI",8.24234037823878e-07
"SM04_EA.dm.",8.11870050272242e-07
"Chi1_EA.ri.",7.83883759824522e-07
"SpDiam_EA.bo.",7.55033685775361e-07
"CATS2D_04_AL",7.49922646932711e-07
"SssO",7.41776793776176e-07
"SM13_AEA.bo.",7.34411586617022e-07
"SM13_AEA.dm.",7.34144769177451e-07
"TDB03m",7.23928900847673e-07
"P_VSA_i_3",7.23579641108972e-07
"nCbH",7.22515534540464e-07
"RDF035m",7.17530632967785e-07
"VR2_Dz.v.",7.17009880096208e-07
"R2p.",7.14634301911968e-07
"P_VSA_LogP_4",7.05817256083848e-07
"TDB07e",6.85266914070721e-07
"HTs",6.79918003501457e-07
"Mor03i",6.78802839696042e-07
"SpMin2_Bh.e.",6.69847152238746e-07
"R1i.",6.68111075157703e-07
"piPC07",6.62715122794995e-07
"SpMin2_Bh.p.",6.58424317488276e-07
"Eig14_EA.bo.",6.58171154358301e-07
"nCt",6.44596239234114e-07
"VE3_D.Dt",6.43772048907954e-07
"X2sol",6.18117254933742e-07
"RDF055e",6.13502387058219e-07
"Eig07_AEA.dm.",5.87703468603503e-07
"H8u",5.86960493854556e-07
"CATS2D_06_NL",5.77503556580217e-07
"SM5_B.m.",5.65615287943604e-07
"HATS6m",5.59772956491221e-07
"nCIC",5.50826930570702e-07
"SpMin2_Bh.i.",5.49240139648686e-07
"SM05_EA.bo.",5.48448956701528e-07
"HATS7m",5.4727548908406e-07
"R5e",5.43443621877315e-07
"RDF010m",5.16893875050534e-07
"Chi_B.m.",5.15687602601216e-07
"SpPosA_Dz.v.",5.07913336966205e-07
"SM03_EA.bo.",5.05487229128263e-07
"HATSe",4.98571797572586e-07
"J_G.D",4.90684317186698e-07
"SpMAD_B.i.",4.67352790844405e-07
"Chi_B.v.",4.65067870334532e-07
"J_Dt",4.34687077103836e-07
"ATSC5i",4.33666699587428e-07
"ATSC2v",4.16392212229538e-07
"SpMax3_Bh.e.",4.11946030518773e-07
"Mor05i",3.95752618056021e-07
"Eig04_AEA.bo.",3.94200334556381e-07
"Mor04p",3.93085769234865e-07
"B03.O.S.",3.83612431201631e-07
"P1v",3.75404792634413e-07
"AVS_B.e.",3.70010598298818e-07
"Ho_D.Dt",3.63252978920582e-07
"HOMT",3.57255646053174e-07
"CATS2D_02_NL",3.51424922392307e-07
"nHet",3.46087188855687e-07
"RDF060e",3.44725371005285e-07
"IDDM",3.40301273379274e-07
"HATS3i",3.26403400519673e-07
"VE2_A",3.26164112594737e-07
"Mor07i",3.125873715629e-07
"RTe.",3.0964303598038e-07
"P_VSA_LogP_3",3.08360218054214e-07
"Vu",2.99160041967557e-07
"RDF070v",2.90071474729873e-07
"TDB04p",2.8664833306537e-07
"G1v",2.83775988889664e-07
"ChiA_B.i.",2.81792545875429e-07
"H.049",2.76995920530791e-07
"TDB03e",2.6897918936863e-07
"QXXs",2.64137536544463e-07
"H_Dt",2.60922017859137e-07
"P_VSA_s_6",2.59270145556306e-07
"RDF030v",2.59112737292371e-07
"H7i",2.57681412255555e-07
"TI1_L",2.49251337302427e-07
"GMTI",2.46385532316639e-07
"SpAbs_B.p.",2.31769083601613e-07
"CATS2D_03_DL",2.25536721188299e-07
"HATSi",2.20623152743114e-07
"Am",2.18028114557463e-07
"SpMax5_Bh.p.",2.17818347438443e-07
"SM06_AEA.bo.",2.14897944149281e-07
"RDF085i",2.13883364682733e-07
"Eta_F",2.10529063960453e-07
"R1p",2.01492684606243e-07
"R7i",1.95746792572578e-07
"Pol",1.93310000717926e-07
"MPC09",1.87534777558645e-07
"VR2_G.D",1.8701384661841e-07
"nPyridines",1.8378659677497e-07
"SM07_AEA.dm.",1.83470322497442e-07
"nCIR",1.71279209710493e-07
"P_VSA_i_2",1.71160051631317e-07
"G1s",1.61926168319625e-07
"nArCHO",1.42820991925644e-07
"HATS5i",1.41433211768509e-07
"R8i",1.31804912259052e-07
"SM13_AEA.ri.",1.29416909710179e-07
"SpMax_AEA.ri.",1.28655795514866e-07
"R6s",1.16562172351061e-07
"TDB06m",1.15695016293371e-07
"P_VSA_s_4",1.13864910421489e-07
"Mor13e",1.09172219031087e-07
"VE3_A",1.05515211844996e-07
"IDM",1.00311472497694e-07
"SpPos_B.m.",9.65956268733095e-08
"VR2_B.s.",9.64537899572604e-08
"SpMAD_AEA.bo.",9.16565386260866e-08
"nBnz",8.87313856509497e-08
"RDF100e",8.69766254301315e-08
"Eig04_AEA.ri.",8.32198292579694e-08
"TDB10e",8.07307900307148e-08
"Chi_D",7.77633776035824e-08
"Mor04i",7.74794589072597e-08
"Eig09_EA.ri.",7.69561049442577e-08
"GATS1m",7.57910117524922e-08
"SM6_B.s.",7.55206987142341e-08
"Eta_betaP_A",7.47223665560142e-08
"WiA_Dz.i.",7.1191931503802e-08
"ATS5e",7.02769872813117e-08
"H3e",6.71175228665977e-08
"H7v",6.45937942340826e-08
"HATS1e",6.35911984948211e-08
"Eig12_AEA.dm.",6.05064262632934e-08
"MWC07",5.90655050888049e-08
"RDF015e",5.90594696437283e-08
"SpDiam_Dz.p.",5.8105513069331e-08
"TDB04i",5.58159145598547e-08
"VR1_Dz.e.",5.55444063262669e-08
"R8v.",5.22196892834802e-08
"Eig06_AEA.dm.",5.1341046359807e-08
"SpMax6_Bh.m.",4.92744386744893e-08
"CATS2D_03_AL",4.75904785349817e-08
"TDB01v",4.68614737446623e-08
"Eig11_AEA.dm.",4.47724949261324e-08
"R3u",4.47240312909578e-08
"Mor02e",4.37024805243458e-08
"RDF140p",4.36004516122313e-08
"Mor21i",4.30879773703374e-08
"RDF090u",4.30747570956197e-08
"SpMAD_B.e.",4.16299894295332e-08
"MWC05",4.13349308864294e-08
"Eig14_EA.ri.",4.0702589962271e-08
"H7m",4.01813307336579e-08
"H6i",3.98399377297141e-08
"R8v",3.92290262159592e-08
"RDF100u",3.81041892669962e-08
"VE2_Dt",3.79716268232131e-08
"P_VSA_v_2",3.60699552075807e-08
"SpDiam_Dz.Z.",3.56106296403646e-08
"C.001",3.40921054196818e-08
"SpMAD_EA.ed.",3.38383362307628e-08
"VR2_Dz.p.",3.30279839236903e-08
"L3v",3.27236767353402e-08
"RDF095p",3.21714190123367e-08
"Eig08_EA.ri.",3.20827731130737e-08
"R7m.",3.19391223916641e-08
"RDF105u",3.04303927483343e-08
"piPC04",2.98227630591678e-08
"Mor19e",2.8542952587332e-08
"QYYi",2.83728675141635e-08
"Mor09m",2.59794180454206e-08
"VE1_D",2.46546761889749e-08
"SM11_AEA.bo.",2.42925319901208e-08
"Wi_Dz.p.",2.33865375016326e-08
"RDF085p",2.31504856073842e-08
"SpAbs_Dz.v.",2.26697706102859e-08
"X0sol",2.23522411047114e-08
"REIG",2.23343475534135e-08
"G2",1.95171697036779e-08
"L3p",1.9481214015922e-08
"WiA_D.Dt",1.91354848448625e-08
"DP06",1.84950595730373e-08
"MWC08",1.84644438718157e-08
"RDF065e",1.81871150812781e-08
"SpMax7_Bh.p.",1.77405709227099e-08
"P_VSA_LogP_7",1.59214213772911e-08
"Au",1.54641354160621e-08
"P_VSA_MR_3",1.4804755423169e-08
"C.006",1.43635223492852e-08
"Wi_Dz.Z.",1.36309766356336e-08
"H2p",1.30790619975915e-08
"BID",1.12267605276237e-08
"MWC10",1.06843279902457e-08
"ATS3v",1.02870154140229e-08
